route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color
"2508_784n","2508","784n","St Lukes to Frenchs Forest","School Buses","712","00B5EF","FFFFFF"
"2508_785n","2508","785n","Seaforth to Cromer HS","School Buses","712","00B5EF","FFFFFF"
"2508_786n","2508","786n","Pittwater High to Barrenjoey High","School Buses","712","00B5EF","FFFFFF"
"2508_787n","2508","787n","St Luke's Grammar to Avalon","School Buses","712","00B5EF","FFFFFF"
"2508_789n","2508","789n","Pittwater House School to Avalon","School Buses","712","00B5EF","FFFFFF"
"2508_790n","2508","790n","Plateau & Barrenjoey Rds to Clareville","School Buses","712","00B5EF","FFFFFF"
"2508_791n","2508","791n","Loquat Valley School to Palm Beach","School Buses","712","00B5EF","FFFFFF"
"2508_792n","2508","792n","North Sydney Boys High School to Taronga Park Zoo","School Buses","712","00B5EF","FFFFFF"
"2508_793n","2508","793n","North Sydney Girls High School to Manly Wharf","School Buses","712","00B5EF","FFFFFF"
"2508_794n","2508","794n","North Sydney Girls High School to Manly Wharf","School Buses","712","00B5EF","FFFFFF"
"2508_B1","2508","B1","B-Line Mona Vale to City Wynyard","Sydney Buses Network","700","00B5EF","FFFFFF"
"2508_BN1","2508","BN1","B-Line Mona Vale to City QVB (Night Service)","Sydney Buses Network","700","00B5EF","FFFFFF"
